行政区划代码,注册年份,区县名称,所属城市,所属省份,一级行业,二级行业,三级行业,注册企业数,Unnamed: 9
130628.0,2007.0,高阳县,保定市,河北省,制造业,有色金属冶炼和压延加工业,常用有色金属冶炼,1.0,
130628.0,2007.0,高阳县,保定市,河北省,制造业,橡胶和塑料制品业,塑料制品业,3.0,
130628.0,2007.0,高阳县,保定市,河北省,制造业,汽车制造业,汽车零部件及配件制造,1.0,
130628.0,2007.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,输配电及控制设备制造,2.0,
130628.0,2007.0,高阳县,保定市,河北省,制造业,纺织业,家用纺织制成品制造,36.0,
130628.0,2007.0,高阳县,保定市,河北省,制造业,纺织业,棉纺织及印染精加工,12.0,
130628.0,2007.0,高阳县,保定市,河北省,制造业,纺织业,毛纺织及染整精加工,3.0,
130628.0,2007.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,服饰制造,1.0,
130628.0,2007.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,机织服装制造,24.0,
130628.0,2007.0,高阳县,保定市,河北省,制造业,通用设备制造业,通用零部件制造,3.0,
130628.0,2007.0,高阳县,保定市,河北省,制造业,通用设备制造业,金属加工机械制造,2.0,
130628.0,2007.0,高阳县,保定市,河北省,制造业,造纸和纸制品业,纸制品制造,1.0,
130628.0,2007.0,高阳县,保定市,河北省,制造业,金属制品业,金属工具制造,1.0,
130628.0,2007.0,高阳县,保定市,河北省,制造业,食品制造业,方便食品制造,6.0,
130628.0,2007.0,高阳县,保定市,河北省,制造业,食品制造业,焙烤食品制造,3.0,
130628.0,2007.0,高阳县,保定市,河北省,卫生和社会工作,卫生,门诊部（所）,1.0,
130628.0,2007.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,其他服务业,其他未列明服务业,1.0,
130628.0,2007.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,其他服务业,清洁服务,1.0,
130628.0,2007.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,其他居民服务业,2.0,
130628.0,2007.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,婚姻服务,1.0,
130628.0,2007.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,理发及美容服务,5.0,
130628.0,2007.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,机动车、电子产品和日用产品修理业,家用电器修理,1.0,
130628.0,2007.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,机动车、电子产品和日用产品修理业,汽车、摩托车修理与维护,1.0,
130628.0,2007.0,高阳县,保定市,河北省,房地产业,房地产业,物业管理,1.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,批发业,其他批发业,2.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,批发业,农、林、牧产品批发,1.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,批发业,医药及医疗器材批发,1.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,批发业,机械设备、五金产品及电子产品批发,14.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,批发业,矿产品、建材及化工产品批发,5.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,批发业,纺织、服装及家庭用品批发,39.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,批发业,贸易经纪与代理,3.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,批发业,食品、饮料及烟草制品批发,8.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,零售业,五金、家具及室内装饰材料专门零售,12.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,零售业,医药及医疗器材专门零售,8.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,零售业,家用电器及电子产品专门零售,37.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,零售业,文化、体育用品及器材专门零售,7.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,零售业,汽车、摩托车、燃料及零配件专门零售,12.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,零售业,纺织、服装及日用品专门零售,58.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,零售业,综合零售,20.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,零售业,货摊、无店铺及其他零售业,43.0,
130628.0,2007.0,高阳县,保定市,河北省,批发和零售业,零售业,食品、饮料及烟草制品专门零售,75.0,
130628.0,2007.0,高阳县,保定市,河北省,教育,教育,技能培训、教育辅助及其他教育,1.0,
130628.0,2007.0,高阳县,保定市,河北省,文化、体育和娱乐业,娱乐业,室内娱乐活动,1.0,
130628.0,2007.0,高阳县,保定市,河北省,水利、环境和公共设施管理业,生态保护和环境治理业,环境治理业,1.0,
130628.0,2007.0,高阳县,保定市,河北省,电力、热力、燃气及水生产和供应业,水的生产和供应业,污水处理及其再生利用,1.0,
130628.0,2007.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,企业管理服务,2.0,
130628.0,2007.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,其他商务服务业,1.0,
130628.0,2007.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,咨询与调查,6.0,
130628.0,2007.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,知识产权服务,1.0,
130628.0,2007.0,高阳县,保定市,河北省,租赁和商务服务业,租赁业,机械设备租赁,1.0,
130628.0,2007.0,高阳县,保定市,河北省,金融业,保险业,人身保险,1.0,
130628.0,2007.0,高阳县,保定市,河北省,金融业,货币金融服务,货币银行服务,18.0,
130628.0,2008.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,装卸搬运和运输代理业,运输代理业,2.0,
130628.0,2008.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,道路运输业,城市公共交通运输,1.0,
130628.0,2008.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,道路运输业,道路货物运输,21.0,
130628.0,2008.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,邮政业,快递服务,1.0,
130628.0,2008.0,高阳县,保定市,河北省,住宿和餐饮业,住宿业,一般旅馆,2.0,
130628.0,2008.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,其他餐饮业,31.0,
130628.0,2008.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,快餐服务,13.0,
130628.0,2008.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,正餐服务,56.0,
130628.0,2008.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,饮料及冷饮服务,3.0,
130628.0,2008.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,电信,14.0,
130628.0,2008.0,高阳县,保定市,河北省,农、林、牧、渔业,农、林、牧、渔服务业,农业服务业,2.0,
130628.0,2008.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,棉、麻、糖、烟草种植,2.0,
130628.0,2008.0,高阳县,保定市,河北省,农、林、牧、渔业,畜牧业,牲畜饲养,12.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,专用设备制造业,农、林、牧、渔专用机械制造,2.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,专用设备制造业,采矿、冶金、建筑专用设备制造,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,其他制造业,其他未列明制造业,9.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,农副食品加工业,植物油加工,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,印刷和记录媒介复制业,印刷,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,文教、工美、体育和娱乐用品制造业,工艺美术品制造,5.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,木材加工和木、竹、藤、棕、草制品业,人造板制造,4.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,木材加工和木、竹、藤、棕、草制品业,木材加工,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,橡胶和塑料制品业,塑料制品业,11.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,橡胶和塑料制品业,橡胶制品业,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,汽车制造业,汽车零部件及配件制造,7.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,电线、电缆、光缆及电工器材制造,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,输配电及控制设备制造,3.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,皮革、毛皮、羽毛及其制品和制鞋业,皮革制品制造,2.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,皮革、毛皮、羽毛及其制品和制鞋业,羽毛(绒)加工及制品制造,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,纺织业,家用纺织制成品制造,114.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,纺织业,棉纺织及印染精加工,13.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,纺织业,毛纺织及染整精加工,3.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,服饰制造,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,机织服装制造,26.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,通用设备制造业,泵、阀门、压缩机及类似机械制造,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,通用设备制造业,烘炉、风机、衡器、包装等设备制造,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,通用设备制造业,通用零部件制造,4.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,造纸和纸制品业,纸制品制造,3.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,造纸和纸制品业,造纸,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,金属制品、机械和设备修理业,其他机械和设备修理业,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,金属制品业,其他金属制品制造,2.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,金属制品业,结构性金属制品制造,2.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,金属制品业,金属丝绳及其制品制造,2.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,金属制品业,金属制日用品制造,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,金属制品业,金属工具制造,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,非金属矿物制品业,玻璃纤维和玻璃纤维增强塑料制品制造,2.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,非金属矿物制品业,石墨及其他非金属矿物制品制造,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,非金属矿物制品业,石膏、水泥制品及类似制品制造,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,非金属矿物制品业,砖瓦、石材等建筑材料制造,2.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,食品制造业,方便食品制造,1.0,
130628.0,2008.0,高阳县,保定市,河北省,制造业,食品制造业,焙烤食品制造,8.0,
130628.0,2008.0,高阳县,保定市,河北省,卫生和社会工作,卫生,门诊部（所）,1.0,
130628.0,2008.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,其他服务业,其他未列明服务业,7.0,
130628.0,2008.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,其他服务业,清洁服务,5.0,
130628.0,2008.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,其他居民服务业,4.0,
130628.0,2008.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,婚姻服务,1.0,
130628.0,2008.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,洗浴服务,1.0,
130628.0,2008.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,理发及美容服务,16.0,
130628.0,2008.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,机动车、电子产品和日用产品修理业,其他日用产品修理业,2.0,
130628.0,2008.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,机动车、电子产品和日用产品修理业,家用电器修理,9.0,
130628.0,2008.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,机动车、电子产品和日用产品修理业,汽车、摩托车修理与维护,14.0,
130628.0,2008.0,高阳县,保定市,河北省,建筑业,土木工程建筑业,铁路、道路、隧道和桥梁工程建筑,1.0,
130628.0,2008.0,高阳县,保定市,河北省,建筑业,建筑安装业,电气安装,1.0,
130628.0,2008.0,高阳县,保定市,河北省,建筑业,建筑装饰和其他建筑业,提供施工设备服务,1.0,
130628.0,2008.0,高阳县,保定市,河北省,房地产业,房地产业,房地产中介服务,1.0,
130628.0,2008.0,高阳县,保定市,河北省,房地产业,房地产业,物业管理,1.0,
130628.0,2008.0,高阳县,保定市,河北省,批发和零售业,批发业,其他批发业,2.0,
130628.0,2008.0,高阳县,保定市,河北省,批发和零售业,批发业,农、林、牧产品批发,1.0,
130628.0,2008.0,高阳县,保定市,河北省,批发和零售业,批发业,医药及医疗器材批发,1.0,
130628.0,2008.0,高阳县,保定市,河北省,批发和零售业,批发业,文化、体育用品及器材批发,2.0,
130628.0,2008.0,高阳县,保定市,河北省,批发和零售业,批发业,机械设备、五金产品及电子产品批发,16.0,
130628.0,2008.0,高阳县,保定市,河北省,批发和零售业,批发业,矿产品、建材及化工产品批发,16.0,
130628.0,2008.0,高阳县,保定市,河北省,批发和零售业,批发业,纺织、服装及家庭用品批发,68.0,
130628.0,2008.0,高阳县,保定市,河北省,批发和零售业,批发业,贸易经纪与代理,2.0,
130628.0,2008.0,高阳县,保定市,河北省,批发和零售业,批发业,食品、饮料及烟草制品批发,15.0,
130628.0,2008.0,高阳县,保定市,河北省,批发和零售业,零售业,五金、家具及室内装饰材料专门零售,56.0,
130628.0,2008.0,高阳县,保定市,河北省,批发和零售业,零售业,医药及医疗器材专门零售,10.0,
130628.0,2008.0,高阳县,保定市,河北省,批发和零售业,零售业,家用电器及电子产品专门零售,96.0,
